purchase_flag,age,  price_rate  ,usable_days,unique_referrer,sessions,item_count
0,24,0.5,7,1,1,0
0,24,0.5,7,1,1,0
0,24,0.5,6,3,3,0
0,24,0.51,7,1,1,0
0,24,0.52,5,1,1,0
0,24,0.52,7,1,1,0
0,24,0.6,5,1,1,0
1,24,0.67,7,6,10,6
0,24,0.5,7,1,1,0
0,24,0.57,5,1,1,0
0,24,0.59,6,1,1,0
0,24,0.61,6,1,1,0
0,24,0.63,6,2,2,0
0,24,0.65,6,1,1,0
1,24,0.69,6,3,5,1
0,24,0.69,7,1,1,0
0,24,0.71,7,1,1,0
0,24,0.71,7,1,1,0
0,24,0.73,7,2,4,0
0,24,0.5,7,2,2,0
1,24,0.51,7,3,3,1
0,24,0.59,7,5,5,0
0,24,0.62,7,1,1,0
0,24,0.73,7,1,1,0
0,24,0.5,6,2,2,0
0,24,0.5,7,1,1,0
0,24,0.5,7,3,4,0
0,24,0.5,7,1,1,0
0,24,0.5,5,1,1,0
0,24,0.5,6,5,6,0
0,24,0.5,7,1,1,0
0,24,0.5,7,1,1,0
0,24,0.5,7,3,4,0
0,24,0.76,6,1,1,0
0,24,0.75,5,1,1,0
0,24,0.5,6,2,3,0
0,24,0.56,7,2,2,0
0,24,0.5,5,1,2,0
0,24,0.56,5,2,2,0
0,24,0.57,5,1,1,0
0,24,0.63,7,3,4,0
0,24,0.73,6,1,1,0
0,24,0.55,2,1,1,0
0,24,0.5,7,6,6,0
0,24,0.51,7,1,1,0
0,24,0.52,7,1,1,0
0,24,0.53,7,3,3,0
0,24,0.62,7,1,1,0
0,24,0.7,7,2,2,0
0,24,0.86,7,1,1,0
0,25,0.5,7,1,1,0
0,25,0.5,6,1,1,0
0,25,0.5,7,1,1,0
0,25,0.84,7,1,1,0
1,25,0.93,7,2,4,1
0,25,0.5,4,1,1,0
0,25,0.5,4,1,1,0
0,25,0.5,5,1,1,0
0,25,0.5,6,1,1,0
0,25,0.5,5,1,1,0
0,25,0.5,6,4,5,0
0,25,0.5,7,3,9,0
0,25,0.5,4,1,1,0
0,25,0.51,5,1,1,0
1,25,0.51,7,3,14,4
0,25,0.51,6,1,1,0
0,25,0.51,6,1,1,0
0,25,0.52,6,3,3,0
0,25,0.52,7,2,3,0
0,25,0.52,7,1,1,0
0,25,0.53,7,1,1,0
0,25,0.55,7,1,1,0
0,25,0.58,7,1,1,0
0,25,0.67,7,2,3,0
0,25,0.68,7,1,1,0
0,25,0.69,7,1,1,0
0,25,0.52,7,1,1,0
0,25,0.62,7,1,2,0
0,25,0.76,7,1,1,0
0,25,0.78,7,3,4,0
0,25,0.79,7,1,1,0
0,25,0.83,7,1,3,0
0,25,0.51,7,1,1,0
0,25,0.54,7,1,1,0
0,25,0.54,7,1,1,0
0,25,0.67,7,3,6,0
0,25,0.69,7,1,1,0
0,25,0.69,7,1,1,0
0,25,0.7,5,1,1,0
0,25,0.5,6,1,1,0
0,25,0.57,5,1,1,0
0,25,0.95,7,1,1,0
1,25,0.5,7,1,1,1
0,25,0.6,7,1,1,0
0,25,0.7,7,1,1,0
0,25,0.5,7,1,2,0
0,25,0.68,7,1,3,0
0,26,0.53,7,1,1,0
0,26,0.6,7,1,1,0
0,26,0.54,7,1,1,0
0,26,0.5,7,3,4,0
0,26,0.5,7,1,1,0
0,26,0.76,7,2,2,0
0,26,0.66,7,1,1,0
0,26,0.73,7,1,1,0
0,26,0.5,7,1,1,0
0,26,0.54,7,1,1,0
0,26,0.59,7,1,1,0
0,26,0.82,7,1,1,0
0,26,0.52,7,1,3,0
0,26,0.7,7,1,2,0
0,26,0.5,7,1,1,0
0,26,0.5,7,1,2,0
0,26,0.8,6,1,1,0
0,26,0.5,7,1,2,0
0,26,0.54,7,1,1,0
0,26,0.67,7,1,1,0
1,26,0.76,7,3,6,1
0,26,0.77,7,1,1,0
0,26,0.78,7,2,2,0
0,26,0.8,7,2,2,0
0,26,0.81,7,1,1,0
0,26,0.84,7,1,2,0
0,26,0.86,7,1,1,0
0,26,0.87,7,1,2,0
0,26,0.88,7,1,1,0
0,26,0.5,7,1,2,0
0,26,0.53,7,1,1,0
0,26,0.6,7,1,1,0
0,26,0.5,7,1,1,0
0,26,0.74,6,1,1,0
0,26,0.79,7,1,1,0
0,26,0.8,7,1,1,0
1,26,0.95,7,2,4,1
0,26,1,7,1,1,0
0,26,0.5,7,1,2,0
0,26,0.92,7,1,2,0
0,26,0.5,7,1,1,0
0,26,0.5,6,1,1,0
0,26,0.5,7,1,1,0
0,26,0.54,7,1,1,0
0,26,0.57,7,1,2,0
0,26,0.5,7,1,1,0
0,26,0.5,6,1,1,0
1,26,0.5,7,3,6,4
1,26,0.5,7,3,3,2
0,26,0.54,7,1,1,0
0,26,0.57,6,1,1,0
0,26,0.59,7,1,1,0
0,26,0.6,7,1,1,0
1,26,0.5,7,3,5,2
0,26,0.5,7,2,2,0
0,26,0.57,7,1,1,0
0,26,0.5,7,1,1,0
0,26,0.51,7,1,2,0
0,26,0.57,7,1,1,0
0,27,0.5,5,1,1,0
0,27,0.58,7,3,3,0
0,27,0.87,7,1,1,0
1,27,0.59,7,2,3,1
0,27,0.5,7,2,2,0
0,27,0.5,7,1,1,0
0,27,0.75,7,1,1,0
0,27,0.8,7,1,1,0
1,27,0.81,7,2,2,1
0,27,0.5,6,1,1,0
0,27,0.5,7,1,1,0
0,27,0.5,7,1,1,0
0,27,0.54,7,1,1,0
0,27,0.6,7,1,1,0
0,27,0.66,7,2,6,0
0,27,0.73,7,2,2,0
0,27,0.78,7,1,2,0
0,27,0.85,7,1,1,0
0,27,0.5,7,2,2,0
0,27,0.51,7,1,1,0
0,27,0.66,7,1,1,0
0,27,0.68,7,1,1,0
0,27,0.75,7,1,1,0
0,27,0.84,7,1,1,0
0,27,0.87,7,1,1,0
1,27,0.9,7,5,10,5
0,27,0.93,7,1,2,0
0,27,0.95,7,1,1,0
0,27,0.96,7,1,4,0
0,27,0.97,7,1,5,0
0,27,0.5,6,1,1,0
0,27,0.5,7,3,3,0
0,27,0.55,7,1,1,0
0,27,0.57,5,1,2,0
0,27,0.6,6,1,1,0
0,27,0.62,6,2,11,0
0,27,0.65,6,1,1,0
1,27,0.66,6,5,12,1
0,27,0.7,6,1,1,0
0,27,0.75,6,2,2,0
0,27,0.5,6,3,3,0
0,27,0.5,7,3,10,0
0,27,0.68,7,1,1,0
0,27,0.5,4,1,1,0
0,27,0.5,6,1,1,0
0,27,0.5,7,2,7,0
0,27,0.52,7,2,2,0
0,27,0.53,6,1,1,0
0,27,0.52,7,1,1,0
0,27,0.75,7,3,4,0
0,27,0.59,7,1,1,0
0,27,0.5,7,1,1,0
1,27,0.6,7,2,3,2
0,28,0.5,7,1,1,0
0,28,0.5,7,1,1,0
0,28,0.5,5,1,1,0
0,28,0.51,6,1,1,0
0,28,0.52,6,1,1,0
0,28,0.55,7,1,1,0
1,28,0.5,7,5,16,3
1,28,0.53,7,2,2,1
0,28,0.5,7,1,1,0
0,28,0.9,7,1,1,0
0,28,0.93,7,1,2,0
0,28,0.56,5,1,1,0
1,28,0.61,7,2,3,2
0,28,0.54,7,1,1,0
1,28,0.56,7,3,4,1
0,28,0.78,7,1,1,0
0,28,0.75,7,1,1,0
0,28,0.78,7,1,1,0
0,28,0.5,6,1,1,0
0,28,0.79,7,1,1,0
0,28,0.6,7,1,1,0
0,28,0.58,4,1,1,0
0,28,0.5,7,1,1,0
0,28,0.5,7,1,1,0
0,28,0.56,7,1,1,0
0,29,0.5,7,11,16,0
0,29,0.51,7,1,1,0
0,29,0.52,7,1,1,0
0,29,0.53,7,3,3,0
0,29,0.54,7,1,1,0
0,29,0.57,7,1,1,0
0,29,0.6,7,1,1,0
0,29,0.61,7,1,1,0
0,29,0.68,7,1,1,0
0,29,0.9,7,2,2,0
0,29,0.5,7,2,2,0
0,29,0.58,7,1,1,0
0,29,0.5,7,3,5,0
0,29,0.5,7,2,2,0
0,29,0.5,6,1,3,0
0,29,0.5,4,3,3,0
0,29,0.5,5,3,14,0
0,29,0.5,5,1,1,0
0,29,0.5,6,2,4,0
0,29,0.5,7,3,12,0
0,29,0.5,7,2,2,0
0,29,0.5,7,1,1,0
0,29,0.5,6,2,2,0
0,29,0.51,6,1,1,0
0,29,0.51,7,1,3,0
0,29,0.51,7,1,1,0
0,29,0.52,6,1,1,0
0,29,0.53,6,1,1,0
0,29,0.55,5,1,2,0
0,29,0.55,6,1,1,0
0,29,0.56,5,1,1,0
0,29,0.56,6,1,1,0
0,29,0.58,7,1,1,0
0,29,0.59,6,1,1,0
0,29,0.6,7,1,1,0
0,29,0.66,5,1,1,0
0,29,0.66,7,1,1,0
0,29,0.67,7,1,1,0
0,29,0.6,4,1,1,0
0,29,0.5,7,12,13,0
0,29,0.51,7,2,2,0
0,29,0.52,7,2,2,0
0,29,0.54,7,2,2,0
0,29,0.55,7,1,1,0
0,29,0.56,7,1,1,0
0,29,0.57,7,1,1,0
0,29,0.59,7,1,1,0
0,29,0.6,7,5,5,0
0,29,0.62,7,1,1,0
0,29,0.64,7,1,1,0
0,29,0.65,7,3,3,0
0,29,0.66,7,1,1,0
0,29,0.7,7,1,1,0
0,29,0.72,7,1,2,0
1,29,0.75,7,2,7,1
0,29,0.77,7,1,1,0
0,29,0.78,7,1,1,0
0,29,0.89,7,1,1,0
0,29,0.5,7,3,10,0
1,29,0.5,7,3,7,1
0,29,0.5,7,1,1,0
0,29,0.51,7,2,2,0
0,29,0.52,7,1,1,0
0,29,0.55,1,1,1,0
1,29,0.62,7,2,2,1
0,29,0.63,7,2,2,0
0,29,0.82,7,1,1,0
0,29,0.5,7,2,2,0
0,29,0.5,7,1,6,0
0,29,0.5,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,7,3,3,0
0,29,0.51,7,5,5,0
0,29,0.52,7,1,1,0
0,29,0.57,7,2,2,0
0,29,0.58,7,4,4,0
0,29,0.59,7,1,1,0
0,29,0.6,7,1,1,0
0,29,0.61,7,3,3,0
0,29,0.62,7,1,1,0
0,29,0.63,7,1,1,0
0,29,0.64,7,2,3,0
0,29,0.72,7,3,4,0
0,29,0.8,7,1,1,0
0,29,0.61,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,7,1,4,0
0,29,0.5,7,2,3,0
0,29,0.52,7,2,3,0
0,29,0.53,7,1,1,0
0,29,0.55,7,1,1,0
0,29,0.67,7,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,7,6,12,0
0,29,0.51,7,1,1,0
0,29,0.54,7,1,1,0
0,29,0.54,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,4,1,1,0
0,29,0.5,6,1,1,0
1,29,0.5,7,8,29,2
0,29,0.5,7,1,1,0
0,29,0.53,6,1,1,0
0,29,0.68,6,1,1,0
0,29,0.52,7,2,2,0
0,29,0.6,7,1,1,0
0,29,0.51,7,1,1,0
0,29,0.6,7,2,3,0
0,29,0.71,6,1,1,0
0,29,0.9,7,1,1,0
0,29,0.5,6,1,1,0
1,29,0.5,6,3,5,2
0,29,0.5,7,1,3,0
0,29,0.5,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.54,5,1,1,0
0,29,0.5,7,1,3,0
1,29,0.54,7,3,3,1
0,29,0.65,7,1,1,0
0,29,0.7,6,2,5,0
0,29,0.7,7,1,1,0
1,29,0.7,6,4,11,1
0,29,0.71,7,2,4,0
0,29,0.72,6,3,3,0
1,29,0.78,7,2,3,1
1,29,0.5,7,42,54,2
0,29,0.51,7,5,6,0
0,29,0.52,7,1,1,0
0,29,0.53,7,15,15,0
0,29,0.54,7,7,7,0
0,29,0.55,7,4,5,0
1,29,0.56,7,15,18,3
0,29,0.57,7,3,3,0
0,29,0.58,7,4,7,0
0,29,0.59,7,3,5,0
0,29,0.6,7,4,5,0
0,29,0.61,7,3,3,0
0,29,0.62,7,7,8,0
0,29,0.63,7,2,3,0
0,29,0.64,7,3,3,0
0,29,0.66,7,5,5,0
0,29,0.67,7,3,3,0
0,29,0.7,7,3,3,0
0,29,0.72,7,3,3,0
0,29,0.74,7,2,2,0
0,29,0.75,7,3,3,0
0,29,0.78,7,1,1,0
0,29,0.8,7,2,3,0
0,29,0.81,7,3,3,0
0,29,0.83,7,1,1,0
0,29,0.84,7,4,4,0
0,29,0.89,7,3,3,0
0,29,0.91,7,1,1,0
0,29,0.5,7,2,2,0
0,29,0.53,6,1,1,0
0,29,0.72,6,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.58,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.52,7,1,1,0
1,29,0.56,6,3,7,1
0,29,0.5,7,1,1,0
1,29,0.5,7,6,8,2
0,29,0.51,7,2,2,0
0,29,0.54,7,2,2,0
0,29,0.55,7,3,4,0
0,29,0.56,7,1,1,0
0,29,0.58,7,1,1,0
0,29,0.6,7,3,3,0
0,29,0.62,7,5,6,0
1,29,0.63,7,6,7,1
0,29,0.64,7,2,2,0
0,29,0.65,7,3,3,0
0,29,0.68,7,1,1,0
0,29,0.72,7,3,3,0
0,29,0.73,7,1,1,0
0,29,0.74,7,5,5,0
0,29,0.77,7,1,1,0
0,29,0.82,7,1,1,0
0,29,0.6,7,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,7,1,1,0
1,29,0.5,7,6,15,1
0,29,0.51,7,2,3,0
1,29,0.75,7,2,6,1
0,29,0.8,7,4,7,0
1,29,0.81,7,5,7,1
0,29,0.83,7,1,1,0
0,29,0.84,7,1,1,0
1,29,0.9,7,12,16,1
0,29,0.93,7,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,6,3,3,0
0,29,0.5,7,5,9,0
0,29,0.51,5,1,1,0
0,29,0.51,7,2,2,0
1,29,0.52,7,5,7,2
0,29,0.55,6,1,1,0
0,29,0.55,7,1,1,0
0,29,0.58,7,1,1,0
0,29,0.6,7,1,1,0
0,29,0.61,6,1,1,0
0,29,0.61,7,1,1,0
0,29,0.65,7,2,2,0
0,29,0.67,7,2,2,0
0,29,0.67,6,1,1,0
0,29,0.67,7,1,1,0
0,29,0.72,7,1,1,0
0,29,#VALUE!,7,2,2,0
0,29,0.03,7,1,1,0
0,29,0.11,7,2,2,0
0,29,0.33,7,1,1,0
0,29,0.4,7,2,2,0
0,29,0.5,7,107,152,0
0,29,0.51,7,20,21,0
0,29,0.52,7,12,13,0
0,29,0.53,7,10,11,0
0,29,0.54,7,8,8,0
0,29,0.55,7,6,6,0
0,29,0.56,7,8,11,0
0,29,0.57,7,13,15,0
1,29,0.58,7,11,19,1
0,29,0.59,7,5,6,0
0,29,0.6,7,7,11,0
0,29,0.61,7,6,6,0
0,29,0.62,7,9,11,0
0,29,0.63,7,3,5,0
0,29,0.64,7,9,13,0
0,29,0.65,7,3,3,0
0,29,0.66,7,11,12,0
0,29,0.67,7,13,15,0
0,29,0.68,7,3,4,0
0,29,0.69,7,7,8,0
0,29,0.7,7,8,9,0
0,29,0.71,7,13,13,0
0,29,0.72,7,1,1,0
0,29,0.73,7,7,7,0
0,29,0.74,7,6,6,0
0,29,0.75,7,9,9,0
0,29,0.76,7,16,24,0
0,29,0.77,7,4,5,0
0,29,0.78,7,14,23,0
0,29,0.79,7,21,30,0
0,29,0.8,7,8,11,0
1,29,0.81,7,16,18,1
1,29,0.82,7,4,6,1
1,29,0.83,7,17,17,1
0,29,0.84,7,9,10,0
0,29,0.85,7,7,8,0
0,29,0.86,7,4,4,0
0,29,0.87,7,6,6,0
0,29,0.88,7,3,5,0
0,29,0.89,7,2,3,0
0,29,0.9,7,3,3,0
0,29,0.5,6,1,1,0
0,29,0.5,6,2,3,0
0,29,0.5,7,3,4,0
0,29,0.5,7,6,7,0
0,29,0.5,6,1,1,0
0,29,0.5,6,1,1,0
0,29,0.51,7,2,3,0
0,29,0.53,7,1,1,0
0,29,0.54,7,5,5,0
0,29,0.54,7,2,4,0
0,29,0.55,7,1,1,0
1,29,0.56,7,2,10,1
0,29,0.57,6,1,1,0
0,29,0.58,7,1,1,0
0,29,0.58,7,1,1,0
0,29,0.6,7,7,12,0
0,29,0.6,7,1,1,0
0,29,0.61,7,1,1,0
0,29,0.63,7,1,1,0
0,29,0.64,7,1,1,0
0,29,0.65,7,1,1,0
0,29,0.66,7,1,1,0
0,29,0.67,7,2,2,0
0,29,0.68,7,1,1,0
0,29,0.69,7,1,2,0
0,29,0.7,6,1,1,0
0,29,0.71,7,1,1,0
0,29,0.76,5,2,3,0
0,29,0.5,6,2,3,0
0,29,0.5,7,2,2,0
0,29,0.52,7,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,4,1,1,0
0,29,0.5,7,1,1,0
0,29,0.71,7,1,1,0
0,29,0.75,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.51,7,1,1,0
0,29,0.53,7,5,20,0
0,29,0.54,7,1,1,0
0,29,0.54,7,1,1,0
0,29,0.66,7,2,2,0
0,29,0.67,7,1,1,0
0,29,0.72,7,1,1,0
0,29,0.73,7,1,1,0
0,29,0.76,7,1,1,0
0,29,0.87,7,1,1,0
0,29,0.3,7,5,5,0
0,29,0.42,7,1,1,0
0,29,0.43,7,3,7,0
0,29,0.5,7,9,17,0
0,29,0.51,7,2,2,0
0,29,0.52,7,4,4,0
0,29,0.53,7,3,3,0
0,29,0.54,7,1,1,0
0,29,0.55,7,2,2,0
0,29,0.56,7,1,1,0
0,29,0.57,7,2,3,0
0,29,0.58,7,1,1,0
0,29,0.59,7,3,3,0
0,29,0.6,7,3,3,0
0,29,0.62,7,2,2,0
0,29,0.64,7,2,2,0
0,29,0.65,7,2,2,0
0,29,0.67,7,1,1,0
0,29,0.7,7,3,3,0
0,29,0.71,7,1,1,0
0,29,0.75,7,2,4,0
1,29,0.79,7,6,14,2
1,29,0.8,7,8,17,3
0,29,0.83,7,2,2,0
0,29,0.9,7,1,1,0
0,29,0.93,7,3,8,0
0,29,0.96,7,2,2,0
0,29,1,7,2,4,0
0,29,0.65,7,2,2,0
0,29,0.7,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,7,3,5,0
0,29,0.51,7,3,3,0
0,29,0.5,7,1,1,0
1,29,0.5,7,16,20,2
0,29,0.51,7,1,2,0
0,29,0.52,7,4,4,0
0,29,0.53,7,1,2,0
0,29,0.55,7,1,1,0
0,29,0.56,7,2,3,0
0,29,0.58,7,1,1,0
0,29,0.59,7,1,1,0
0,29,0.61,7,1,1,0
0,29,0.65,7,1,1,0
0,29,0.66,7,1,1,0
0,29,0.67,7,4,4,0
0,29,0.7,7,1,1,0
0,29,0.74,7,3,6,0
0,29,0.75,7,2,2,0
0,29,0.76,7,3,5,0
0,29,0.77,7,1,1,0
1,29,0.78,7,4,4,1
0,29,0.79,7,1,1,0
0,29,0.5,7,2,2,0
0,29,0.54,7,2,2,0
0,29,0.56,7,1,1,0
0,29,0.56,7,1,1,0
0,29,0.7,7,1,1,0
0,29,0.72,7,1,1,0
0,29,0.74,7,1,1,0
0,29,0.52,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,7,2,2,0
0,29,0.52,7,3,3,0
0,29,0.6,7,1,1,0
0,29,0.37,7,1,2,0
0,29,0.5,7,1,1,0
0,29,0.52,7,1,1,0
0,29,0.54,7,2,2,0
0,29,0.66,7,2,2,0
0,29,0.7,7,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,7,1,1,0
1,29,0.5,6,4,8,2
0,29,0.5,6,1,1,0
1,29,0.5,6,6,15,4
1,29,0.5,4,6,19,2
1,29,0.5,5,6,18,6
0,29,0.5,5,1,1,0
1,29,0.5,6,2,4,2
1,29,0.5,6,5,12,2
1,29,0.5,7,10,26,5
1,29,0.5,7,7,17,4
1,29,0.5,6,5,11,4
0,29,0.5,7,3,5,0
0,29,0.5,7,1,2,0
0,29,0.51,5,1,2,0
1,29,0.51,7,4,8,4
1,29,0.51,7,5,16,4
0,29,0.51,7,1,1,0
1,29,0.52,7,9,28,4
1,29,0.54,7,6,10,6
0,29,0.54,6,2,2,0
0,29,0.56,4,1,1,0
1,29,0.56,7,7,13,2
1,29,0.58,6,4,5,4
0,29,0.6,5,1,1,0
0,29,0.5,6,1,1,0
0,29,0.62,7,1,1,0
0,29,0.63,6,1,1,0
1,29,0.5,7,36,51,2
0,29,0.51,7,4,4,0
0,29,0.52,7,3,5,0
0,29,0.53,7,1,1,0
0,29,0.54,7,1,1,0
0,29,0.59,7,3,3,0
1,29,0.6,7,5,9,2
0,29,0.62,7,1,2,0
0,29,0.69,7,1,1,0
0,29,0.73,7,1,1,0
0,29,0.8,7,1,1,0
0,29,0.86,7,1,1,0
0,29,0.87,7,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,7,4,4,0
0,29,0.5,7,2,3,0
0,29,0.5,7,1,1,0
0,29,0.52,7,1,1,0
0,29,0.66,7,1,1,0
0,29,0.67,7,1,1,0
0,29,0.71,7,2,5,0
0,29,0.5,6,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,7,9,11,0
0,29,0.5,5,1,1,0
0,29,0.5,7,2,3,0
0,29,0.5,7,1,1,0
0,29,0.59,7,1,1,0
0,29,0.5,7,1,1,0
0,29,0.5,7,2,2,0
0,29,0.51,7,2,2,0
0,29,0.55,7,1,1,0
0,29,0.56,7,2,3,0
0,29,0.6,7,1,1,0
0,29,0.62,5,1,1,0
0,29,0.5,5,1,1,0
0,29,0.55,2,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,6,1,1,0
0,29,0.53,7,2,2,0
0,29,0.54,6,1,1,0
0,29,0.56,6,1,1,0
0,29,0.56,7,2,3,0
0,29,0.57,7,1,1,0
0,29,0.59,7,1,1,0
0,29,0.62,7,1,1,0
0,29,0.66,7,2,3,0
0,29,0.5,7,18,22,0
0,29,0.51,7,1,1,0
0,29,0.52,7,5,5,0
1,29,0.53,7,8,16,1
0,29,0.54,7,2,2,0
0,29,0.55,7,1,1,0
0,29,0.57,7,1,1,0
0,29,0.58,7,3,3,0
0,29,0.6,7,1,1,0
0,29,0.62,7,2,2,0
0,29,0.63,7,1,1,0
0,29,0.68,7,2,2,0
0,29,0.7,7,1,1,0
0,29,0.78,7,1,1,0
0,29,0.79,7,2,2,0
0,29,0.83,7,1,1,0
0,29,0.5,6,1,1,0
0,29,0.5,7,3,6,0
0,29,0.5,7,1,1,0
0,29,0.52,7,1,1,0
